mix_id;audio_file;center_time;time_mmss;quality_profile;expected_quality_label;human_rating;comment;crossfade_curve;key_compatibility_camelot_distance
synth_000040;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000040.wav;382.2;06:22;clean;5;2;;equal_power;0
synth_000040;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000040.wav;556.5;09:16;clean;5;1;;equal_power;0
synth_000040;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000040.wav;797.8;13:18;train_wreck;1;2;;linear;4
synth_000041;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000041.wav;246.6;04:07;train_wreck;1;2;;equal_power;5
synth_000041;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000041.wav;475.6;07:56;off_beat;3;2;;equal_power;7
synth_000041;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000041.wav;716.4;11:56;off_phrase;3;1;;exponential;3
synth_000041;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000041.wav;986.4;16:26;clean;5;2;;equal_power;1
synth_000041;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000041.wav;1220.2;20:20;clean;5;1;;equal_power;1
synth_000043;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000043.wav;238.5;03:58;clean;5;1;;linear;1
synth_000043;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000043.wav;467.7;07:48;off_beat;2;2;;linear;5
synth_000043;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000043.wav;704.5;11:45;clean;5;2;;s_curve;1
synth_000044;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000044.wav;174.7;02:55;key_clash;1;2;;equal_power;5
synth_000044;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000044.wav;272.1;04:32;abrupt;2;1;;linear;3
synth_000044;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000044.wav;474.1;07:54;abrupt;2;1;;linear;2
synth_000044;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000044.wav;716.3;11:56;train_wreck;1;1;;equal_power;4
synth_000045;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000045.wav;252.3;04:12;off_beat;2;1;;equal_power;3
synth_000045;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000045.wav;477.5;07:58;clean;5;1;;linear;0
synth_000045;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000045.wav;717.1;11:57;abrupt;2;2;;linear;2
synth_000045;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000045.wav;970.0;16:10;clean;5;2;;equal_power;1
synth_000045;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000045.wav;1186.8;19:47;clean;5;1;;s_curve;1
synth_000046;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000046.wav;254.0;04:14;off_beat;3;2;;s_curve;1
synth_000046;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000046.wav;511.4;08:31;train_wreck;1;2;;s_curve;3
synth_000046;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000046.wav;767.9;12:48;train_wreck;1;2;;s_curve;4
synth_000047;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000047.wav;239.5;04:00;clean;5;1;;linear;0
synth_000047;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000047.wav;490.3;08:10;clean;5;2;;equal_power;1
synth_000047;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000047.wav;748.5;12:29;clean;5;1;;s_curve;1
synth_000048;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000048.wav;210.7;03:31;off_beat;3;2;;linear;3
synth_000048;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000048.wav;451.9;07:32;clean;5;1;;s_curve;0
synth_000048;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000048.wav;689.3;11:29;clean;5;1;;s_curve;1
synth_000049;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000049.wav;238.5;03:58;key_clash;2;1;;equal_power;3
synth_000049;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000049.wav;413.2;06:53;off_phrase;2;1;;equal_power;4
synth_000049;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000049.wav;658.7;10:59;abrupt;2;1;;linear;2
synth_000049;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000049.wav;877.9;14:38;clean;5;2;;equal_power;0
synth_000050;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000050.wav;243.1;04:03;clean;5;2;;s_curve;1
synth_000050;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000050.wav;477.1;07:57;off_phrase;2;1;;s_curve;6
synth_000050;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000050.wav;721.7;12:02;abrupt;2;2;;linear;5
synth_000051;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000051.wav;240.9;04:01;key_clash;2;2;;exponential;4
synth_000051;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000051.wav;475.3;07:55;clean;5;2;;equal_power;1
synth_000051;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000051.wav;725.8;12:06;train_wreck;1;1;;linear;3
synth_000051;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000051.wav;976.5;16:16;clean;5;2;;s_curve;1
synth_000052;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000052.wav;171.2;02:51;clean;5;2;;linear;1
synth_000052;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000052.wav;250.0;04:10;clean;5;1;;equal_power;1
synth_000052;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000052.wav;456.4;07:36;train_wreck;1;1;;linear;5
synth_000052;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000052.wav;551.5;09:12;off_beat;2;2;;exponential;5
synth_000052;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000052.wav;638.4;10:38;train_wreck;1;1;;linear;4
synth_000053;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000053.wav;253.9;04:14;off_beat;3;2;;linear;2
synth_000053;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000053.wav;389.3;06:29;clean;5;1;;equal_power;1
synth_000053;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000053.wav;620.5;10:21;clean;5;2;;equal_power;0
synth_000053;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000053.wav;879.6;14:40;key_clash;1;2;;s_curve;5
synth_000053;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000053.wav;1118.3;18:38;off_phrase;2;1;;s_curve;2
synth_000054;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000054.wav;106.2;01:46;clean;5;1;;s_curve;1
synth_000054;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000054.wav;332.4;05:32;off_phrase;2;1;;linear;5
synth_000054;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000054.wav;549.9;09:10;train_wreck;1;1;;linear;5
synth_000054;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000054.wav;788.3;13:08;clean;5;1;;s_curve;0
synth_000054;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000054.wav;935.9;15:36;clean;5;2;;equal_power;0
synth_000055;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000055.wav;245.0;04:05;clean;5;2;;equal_power;1
synth_000055;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000055.wav;501.8;08:22;key_clash;2;1;;linear;3
synth_000055;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000055.wav;738.6;12:19;off_phrase;3;2;;linear;4
synth_000056;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000056.wav;237.2;03:57;train_wreck;1;2;;linear;4
synth_000056;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000056.wav;393.4;06:33;off_phrase;3;2;;equal_power;6
synth_000056;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000056.wav;641.3;10:41;key_clash;1;1;;equal_power;7
synth_000057;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000057.wav;249.4;04:09;clean;5;2;;s_curve;0
synth_000057;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000057.wav;497.9;08:18;clean;5;1;;equal_power;0
synth_000057;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000057.wav;752.6;12:33;train_wreck;1;1;;exponential;3
synth_000057;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000057.wav;980.3;16:20;key_clash;2;2;;equal_power;3
synth_000058;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000058.wav;96.4;01:36;clean;5;2;;linear;0
synth_000058;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000058.wav;348.1;05:48;off_beat;2;2;;linear;3
synth_000058;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000058.wav;588.1;09:48;clean;5;1;;s_curve;1
synth_000058;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000058.wav;843.9;14:04;clean;5;1;;linear;0
synth_000059;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000059.wav;248.5;04:08;off_beat;3;1;;linear;5
synth_000059;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000059.wav;355.0;05:55;clean;5;1;;linear;0
synth_000059;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000059.wav;542.1;09:02;clean;5;1;;equal_power;0
synth_000059;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000059.wav;737.8;12:18;clean;5;2;;equal_power;1
synth_000059;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000059.wav;846.9;14:07;off_beat;3;2;;exponential;0
synth_000060;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000060.wav;249.5;04:09;off_beat;2;1;;exponential;2
synth_000060;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000060.wav;506.4;08:26;clean;5;2;;s_curve;1
synth_000060;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000060.wav;739.5;12:20;off_phrase;2;2;;linear;4
synth_000061;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000061.wav;250.7;04:11;clean;5;2;;s_curve;1
synth_000061;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000061.wav;311.3;05:11;clean;5;1;;equal_power;0
synth_000061;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000061.wav;556.0;09:16;key_clash;1;2;;linear;5
synth_000061;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000061.wav;794.7;13:15;off_phrase;2;1;;equal_power;1
synth_000062;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000062.wav;252.9;04:13;off_phrase;3;2;;equal_power;3
synth_000062;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000062.wav;498.3;08:18;train_wreck;1;1;;equal_power;7
synth_000062;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000062.wav;756.7;12:37;off_beat;3;1;;equal_power;4
synth_000062;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000062.wav;963.5;16:03;clean;5;1;;s_curve;1
synth_000062;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000062.wav;1198.1;19:58;off_beat;3;1;;exponential;3
synth_000063;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000063.wav;250.1;04:10;clean;5;1;;s_curve;1
synth_000063;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000063.wav;421.1;07:01;key_clash;1;2;;equal_power;6
synth_000063;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000063.wav;672.7;11:13;abrupt;2;2;;linear;6
synth_000063;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000063.wav;887.2;14:47;clean;5;1;;equal_power;1
synth_000064;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000064.wav;104.7;01:45;abrupt;2;2;;linear;5
synth_000064;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000064.wav;352.0;05:52;clean;5;2;;s_curve;1
synth_000064;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000064.wav;600.4;10:00;clean;5;2;;s_curve;1
synth_000064;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000064.wav;856.6;14:17;off_beat;3;1;;s_curve;2
synth_000065;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000065.wav;134.5;02:14;clean;5;2;;s_curve;1
synth_000065;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000065.wav;358.2;05:58;off_beat;2;2;;exponential;2
synth_000065;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000065.wav;584.2;09:44;abrupt;2;1;;linear;1
synth_000066;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000066.wav;247.6;04:08;off_beat;2;1;;linear;4
synth_000066;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000066.wav;473.9;07:54;clean;5;2;;linear;1
synth_000066;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000066.wav;723.4;12:03;abrupt;2;1;;linear;1
synth_000066;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000066.wav;957.7;15:58;clean;5;2;;s_curve;0
synth_000067;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000067.wav;180.6;03:01;off_phrase;3;1;;exponential;2
synth_000067;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000067.wav;431.4;07:11;clean;5;2;;equal_power;1
synth_000067;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000067.wav;668.6;11:09;clean;5;2;;s_curve;1
synth_000067;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000067.wav;916.4;15:16;abrupt;2;1;;linear;3
synth_000067;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000067.wav;1156.9;19:17;key_clash;2;1;;linear;3
synth_000069;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000069.wav;238.2;03:58;key_clash;2;1;;equal_power;4
synth_000069;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000069.wav;350.6;05:51;clean;5;1;;linear;1
synth_000069;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000069.wav;599.3;09:59;abrupt;2;1;;linear;5
synth_000069;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000069.wav;836.8;13:57;clean;5;2;;s_curve;1
synth_000070;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000070.wav;245.8;04:06;clean;5;2;;s_curve;0
synth_000070;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000070.wav;481.2;08:01;train_wreck;1;1;;equal_power;3
synth_000070;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000070.wav;723.3;12:03;train_wreck;1;2;;s_curve;5
synth_000070;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000070.wav;977.8;16:18;train_wreck;1;2;;equal_power;5
synth_000071;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000071.wav;245.2;04:05;clean;5;2;;s_curve;1
synth_000071;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000071.wav;483.7;08:04;clean;5;1;;linear;1
synth_000071;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000071.wav;723.5;12:04;off_phrase;3;2;;exponential;1
synth_000072;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000072.wav;246.2;04:06;clean;5;1;;s_curve;0
synth_000072;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000072.wav;479.7;08:00;key_clash;1;1;;s_curve;5
synth_000072;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000072.wav;714.6;11:55;clean;5;2;;linear;0
synth_000072;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000072.wav;960.8;16:01;key_clash;2;2;;exponential;3
synth_000073;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000073.wav;183.0;03:03;clean;5;2;;linear;1
synth_000073;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000073.wav;423.4;07:03;off_beat;2;1;;s_curve;5
synth_000073;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000073.wav;600.9;10:01;clean;5;1;;s_curve;0
synth_000074;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000074.wav;227.8;03:48;key_clash;2;1;;equal_power;3
synth_000074;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000074.wav;464.4;07:44;clean;5;1;;linear;1
synth_000074;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000074.wav;734.3;12:14;clean;5;1;;linear;1
synth_000074;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000074.wav;987.8;16:28;clean;5;2;;s_curve;1
synth_000074;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000074.wav;1212.2;20:12;clean;5;2;;equal_power;0
synth_000075;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000075.wav;142.3;02:22;clean;5;1;;s_curve;1
synth_000075;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000075.wav;148.5;02:28;off_beat;3;2;;equal_power;2
synth_000075;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000075.wav;372.9;06:13;clean;5;2;;s_curve;1
synth_000076;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000076.wav;223.6;03:44;clean;5;2;;linear;1
synth_000076;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000076.wav;440.8;07:21;key_clash;2;1;;exponential;4
synth_000076;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000076.wav;567.4;09:27;key_clash;1;2;;equal_power;5
synth_000076;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000076.wav;756.5;12:36;clean;5;1;;equal_power;1
synth_000076;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000076.wav;917.1;15:17;clean;5;2;;linear;1
synth_000078;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000078.wav;245.3;04:05;clean;5;1;;equal_power;1
synth_000078;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000078.wav;496.6;08:17;off_phrase;2;1;;linear;4
synth_000078;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000078.wav;744.7;12:25;off_phrase;2;1;;linear;0
synth_000078;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000078.wav;994.6;16:35;clean;5;2;;s_curve;0
synth_000079;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000079.wav;246.2;04:06;clean;5;1;;s_curve;1
synth_000079;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000079.wav;476.4;07:56;clean;5;1;;s_curve;1
synth_000079;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000079.wav;701.8;11:42;clean;5;2;;equal_power;1
synth_000079;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000079.wav;887.5;14:47;clean;5;1;;linear;0
synth_000080;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000080.wav;259.0;04:19;abrupt;2;2;;linear;2
synth_000080;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000080.wav;498.7;08:19;clean;5;1;;equal_power;1
synth_000080;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000080.wav;726.4;12:06;off_phrase;3;2;;linear;4
synth_000080;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000080.wav;937.0;15:37;clean;5;2;;s_curve;1
synth_000081;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000081.wav;259.8;04:20;abrupt;2;1;;linear;3
synth_000081;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000081.wav;497.1;08:17;clean;5;1;;linear;0
synth_000081;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000081.wav;736.9;12:17;key_clash;1;1;;exponential;7
